,standardDur,audNoise,order,preDur,postDur,isiDur,trial_num,totalDur,delta_dur_percents,deltaDurS,testDurS,intensities,current_stair,responses,is_correct,response_rts,stair_num_reversal,stair_is_reversal,response_keys,conflictDur,recordedOnsetVisualTest,recordedOffsetVisualTest,recordedDurVisualTest,recordedOnsetVisualStandard,recordedOffsetVisualStandard,recordedDurVisualStandard,modalityCue
184,0.49979,1.2,1,0.27489,0.27489,0.84132,184,2.49897,0.214,0.10829,0.60808,5,2D1U,1.0,True,4.777,14,False,left,0.1666,0.2043,0.9539,0.7496,1.6457,2.4537,0.808,A
185,0.49979,1.2,1,0.28322,0.39151,0.46647,185,2.07414,-0.136,-0.06664,0.43315,5,2U1D,2.0,True,0.43,16,False,right,-0.0833,0.2109,0.7866,0.5757,1.2281,1.7864,0.5584,A
186,0.49979,0.1,2,0.25823,0.36652,0.84132,186,2.57394,0.214,0.10829,0.60808,5,2D1U,2.0,True,0.958,14,False,right,0.1666,1.8517,2.376,0.5243,0.0932,0.9264,0.8332,A
187,0.49979,0.1,1,0.30821,0.24157,0.49146,187,1.99084,-0.1,-0.04998,0.44981,5,2U1D,2.0,True,0.359,17,True,right,-0.0833,0.22,0.8367,0.6166,1.2872,1.8698,0.5827,A
188,0.49979,1.2,1,0.38318,0.34986,0.5581,188,2.24074,-0.1,-0.04998,0.44981,5,2U1D,2.0,True,1.23,17,True,right,0.1666,0.3135,0.9056,0.5921,1.3135,2.1218,0.8082,A
189,0.49979,1.2,1,0.28322,0.44148,0.75802,189,2.57393,0.178,0.09163,0.59142,5,2D1U,2.0,False,0.549,14,False,right,-0.0833,0.2133,0.9464,0.7331,1.6796,2.238,0.5584,A
190,0.49979,0.1,1,0.22491,0.34153,0.59142,190,2.12412,-0.064,-0.03332,0.46647,5,2U1D,2.0,True,0.8,17,False,right,0.1666,0.1388,0.7725,0.6337,1.1982,2.0305,0.8324,A
191,0.49979,0.1,1,0.3332,0.20825,0.4748,191,2.12412,0.214,0.10829,0.60808,5,2D1U,2.0,False,0.818,15,True,right,-0.0833,0.2484,1.0231,0.7747,1.4564,2.0401,0.5836,A
192,0.49979,1.2,2,0.21658,0.38318,0.87464,192,2.44066,-0.064,-0.03332,0.46647,5,2U1D,1.0,True,1.357,17,False,left,0.1666,1.8179,2.2095,0.3916,0.0678,0.8763,0.8085,A
193,0.49979,1.2,2,0.39151,0.26656,0.7247,193,2.5073,0.25,0.12495,0.62474,5,2D1U,2.0,True,0.106,15,False,right,-0.0833,1.7191,2.2695,0.5504,0.3694,0.9273,0.5579,A
194,0.49979,0.1,1,0.36652,0.35819,0.63307,194,2.48231,0.25,0.12495,0.62474,5,2D1U,1.0,True,0.938,15,False,left,0.1666,0.2815,1.0731,0.7916,1.5396,2.3733,0.8337,A
195,0.49979,0.1,1,0.44148,0.24157,0.49146,195,2.15743,-0.028,-0.01666,0.48313,5,2U1D,2.0,True,0.723,17,False,right,-0.0833,0.3565,1.0069,0.6504,1.4568,2.0403,0.5835,A
196,0.49979,1.2,1,0.42482,0.23324,0.54977,196,2.3157,0.214,0.10829,0.60808,5,2D1U,2.0,False,0.24,16,True,right,0.1666,0.3538,1.1038,0.75,1.5033,2.3123,0.809,A
