,Unnamed: 0,standardDur,audNoise,order,preDur,postDur,isiDur,trial_num,totalDur,delta_dur_percents,deltaDurS,testDurS,intensities,current_stair,responses,is_correct,response_rts,stair_num_reversal,stair_is_reversal,response_keys,conflictDur,recordedOnsetVisualTest,recordedOffsetVisualTest,recordedDurVisualTest,recordedOnsetVisualStandard,recordedOffsetVisualStandard,recordedDurVisualStandard,modalityPostCue
77,77,0.50034,1.2,2,0.25851,0.20848,0.60875,77,2.00137,-0.15,-0.07505,0.42529,5,3U1D,1.0,True,0.393,0,False,left,0.0,1.3763,1.8012,0.4249,0.2679,0.7677,0.4998,A
78,78,0.50034,1.2,2,0.22515,0.32522,0.71716,78,2.71852,0.9,0.45031,0.95065,5,lapse_rate,2.0,True,0.308,0,False,right,0.0,1.4475,2.3977,0.9501,0.2304,0.7308,0.5004,A
79,79,0.50034,0.1,1,0.33356,0.32522,0.40027,79,2.31824,0.51,0.25851,0.75885,5,3D1U,1.0,True,0.284,1,False,left,0.0,0.3401,1.0986,0.7585,1.4987,1.9988,0.5001,A
80,80,0.50034,1.2,1,0.21682,0.35858,0.492,80,1.90964,-0.31,-0.15844,0.3419,5,2U1D,2.0,True,1.908,3,True,right,0.0,0.2208,0.5624,0.3416,1.0542,1.5533,0.4992,V
81,81,0.50034,0.1,2,0.21682,0.28353,0.46699,81,2.26823,0.598,0.30021,0.80055,5,2D1U,2.0,True,0.492,4,True,right,0.0,1.1925,1.9916,0.7991,0.2258,0.726,0.5002,A
82,82,0.50034,1.2,2,0.31688,0.27519,0.67546,82,2.19316,-0.15,-0.07505,0.42529,5,3U1D,2.0,False,1.558,0,False,right,0.0,1.4964,1.9219,0.4254,0.3216,0.8214,0.4998,A
83,83,0.50034,0.1,2,0.31688,0.24183,0.75051,83,2.61011,0.598,0.30021,0.80055,5,2D1U,2.0,True,0.185,4,True,right,0.0,1.5735,2.3728,0.7993,0.3233,0.823,0.4996,A
84,84,0.50034,1.2,2,0.40861,0.37526,0.43363,84,2.08476,-0.274,-0.13342,0.36692,5,2U1D,2.0,False,1.96,4,True,right,0.0,1.3444,1.7113,0.367,0.4117,0.9112,0.4995,V
85,85,0.50034,0.1,2,0.37526,0.29187,0.76719,85,2.69351,0.51,0.25851,0.75885,5,3D1U,2.0,True,0.276,1,False,right,0.0,1.6502,2.4075,0.7573,0.3828,0.8833,0.5005,V
86,86,0.50034,1.2,1,0.23349,0.35858,0.50034,86,1.64278,-0.9,-0.45031,0.05003,5,lapse_rate,2.0,True,0.401,0,False,right,0.0,0.2391,0.2897,0.0506,0.7894,1.289,0.4995,A
87,87,0.50034,1.2,1,0.42529,0.21682,0.8756,87,2.74355,0.45,0.22515,0.7255,5,3D1U,1.0,True,1.25,1,False,left,0.0,0.4316,1.1574,0.7258,2.0315,2.5323,0.5008,V
88,88,0.50034,0.1,1,0.25851,0.40861,0.85058,88,2.80191,0.562,0.28353,0.78387,5,2D1U,1.0,True,0.25,4,False,left,0.0,0.265,1.0481,0.7831,1.8986,2.3982,0.4996,A
89,89,0.50034,1.2,1,0.33356,0.42529,0.60875,89,2.81859,0.9,0.45031,0.95065,5,lapse_rate,2.0,False,0.508,0,False,right,0.0,0.3415,1.2912,0.9496,1.899,2.3995,0.5005,V
90,90,0.50034,1.2,1,0.27519,0.26685,0.7255,90,2.15982,-0.21,-0.10841,0.39194,5,3U1D,2.0,True,0.609,1,True,right,0.0,0.284,0.6746,0.3906,1.4001,1.9003,0.5002,A
91,91,0.50034,0.1,2,0.3836,0.20848,0.70048,91,2.1348,-0.31,-0.15844,0.3419,5,2U1D,1.0,True,0.352,5,True,left,0.0,1.5887,1.93,0.3413,0.3886,0.8881,0.4996,A
92,92,0.50034,1.2,2,0.27519,0.20848,0.7255,92,2.43501,0.45,0.22515,0.7255,5,3D1U,2.0,True,0.385,1,False,right,0.0,1.5042,2.2293,0.7251,0.2795,0.7796,0.5001,A
93,93,0.50034,0.1,2,0.25851,0.26685,0.60875,93,2.02639,-0.21,-0.10841,0.39194,5,3U1D,1.0,True,0.318,1,True,left,0.0,1.3741,1.7656,0.3914,0.2661,0.7653,0.4991,A
94,94,0.50034,1.2,1,0.35858,0.30021,0.66712,94,2.16815,-0.31,-0.15844,0.3419,5,2U1D,2.0,True,0.376,5,True,right,0.0,0.3677,0.7089,0.3412,1.3754,1.8758,0.5004,V
95,95,0.50034,1.2,2,0.22515,0.42529,0.63377,95,2.7352,0.9,0.45031,0.95065,5,lapse_rate,2.0,True,0.234,0,False,right,0.0,1.3619,2.3122,0.9503,0.2282,0.7291,0.5009,A
96,96,0.50034,0.1,2,0.31688,0.25851,0.71716,96,2.57676,0.562,0.28353,0.78387,5,2D1U,2.0,True,0.392,4,False,right,0.0,1.5427,2.3265,0.7838,0.3262,0.8256,0.4994,A
97,97,0.50034,0.1,1,0.3836,0.25851,0.40027,97,1.59275,-0.9,-0.45031,0.05003,5,lapse_rate,2.0,True,0.284,0,False,right,0.0,0.3889,0.4394,0.0505,0.8387,1.3386,0.4999,A
98,98,0.50034,1.2,1,0.29187,0.22515,0.58373,98,2.35994,0.526,0.26685,0.75885,5,2D1U,2.0,False,0.526,4,False,right,0.0,0.3025,1.0597,0.7572,1.644,2.1425,0.4985,V
99,99,0.50034,0.1,1,0.3836,0.23349,0.40027,99,1.88462,-0.274,-0.13342,0.36692,5,2U1D,2.0,True,0.993,6,True,right,0.0,0.3933,0.7597,0.3665,1.1596,1.66,0.5003,V
100,100,0.50034,1.2,1,0.37526,0.27519,0.40027,100,1.943,-0.21,-0.10841,0.39194,5,3U1D,2.0,True,0.425,1,True,right,0.0,0.3794,0.7714,0.3921,1.171,1.6706,0.4996,A
101,101,0.50034,0.1,1,0.40861,0.24183,0.60875,101,2.48503,0.45,0.22515,0.7255,5,3D1U,1.0,True,0.342,1,False,left,0.0,0.4102,1.1353,0.725,1.7457,2.244,0.4983,A
102,102,0.50034,0.1,2,0.39194,0.35858,0.75885,102,2.96036,0.9,0.45031,0.95065,5,lapse_rate,2.0,True,0.326,0,False,right,0.0,1.6602,2.6103,0.9502,0.4023,0.9022,0.4999,A
103,103,0.50034,1.2,1,0.21682,0.35024,0.6838,103,2.16815,-0.174,-0.08339,0.41695,5,3U1D,2.0,True,1.145,2,True,right,0.0,0.2239,0.6423,0.4183,1.3248,1.8242,0.4994,A
104,104,0.50034,0.1,1,0.3419,0.28353,0.80055,104,2.29324,-0.274,-0.13342,0.36692,5,2U1D,2.0,True,0.484,6,True,right,0.0,0.3495,0.716,0.3666,1.5155,2.0165,0.501,A
105,105,0.50034,1.2,1,0.3836,0.40027,0.86726,105,2.84361,0.39,0.1918,0.69214,5,3D1U,2.0,False,0.735,1,False,right,0.0,0.3873,1.0786,0.6913,1.945,2.4451,0.5001,A
106,106,0.50034,0.1,2,0.27519,0.45031,0.75051,106,2.76022,0.562,0.28353,0.78387,5,2D1U,2.0,True,0.276,5,True,right,0.0,1.5298,2.3132,0.7835,0.2805,0.7801,0.4996,V
107,107,0.50034,1.2,1,0.20014,0.37526,0.67546,107,2.53507,0.562,0.28353,0.78387,5,2D1U,2.0,False,1.26,5,True,right,0.0,0.2035,0.9865,0.7831,1.6618,2.1617,0.4999,V
108,108,0.50034,0.1,2,0.21682,0.24183,0.64211,108,2.01805,-0.174,-0.08339,0.41695,5,3U1D,1.0,True,0.469,2,True,left,0.0,1.3682,1.7858,0.4176,0.2277,0.7269,0.4992,V
109,109,0.50034,1.2,1,0.20014,0.28353,0.74218,109,2.10979,-0.238,-0.11675,0.3836,5,2U1D,2.0,True,0.526,6,False,right,0.0,0.2054,0.5884,0.3831,1.3303,1.8309,0.5005,A
110,110,0.50034,0.1,1,0.23349,0.28353,0.70048,110,2.435,0.426,0.21682,0.71716,5,3D1U,2.0,False,1.46,2,True,right,0.0,0.2439,0.9603,0.7163,1.6606,2.1603,0.4997,A
111,111,0.50034,0.1,2,0.44197,0.35858,0.58373,111,1.93465,-0.9,-0.45031,0.05003,5,lapse_rate,1.0,True,0.301,0,False,left,0.0,1.5318,1.5821,0.0503,0.4482,0.9488,0.5005,A
112,112,0.50034,1.2,2,0.21682,0.41695,0.42529,112,2.29324,0.462,0.23349,0.73384,5,3D1U,2.0,True,0.326,2,False,right,0.0,1.1471,1.8815,0.7344,0.2226,0.7227,0.5001,A
113,113,0.50034,0.1,2,0.31688,0.31688,0.75885,113,2.6935,0.598,0.30021,0.80055,5,2D1U,2.0,True,0.342,5,False,right,0.0,1.5826,2.3821,0.7996,0.323,0.8233,0.5003,V
114,114,0.50034,1.2,2,0.32522,0.37526,0.52536,114,1.77621,-0.9,-0.45031,0.05003,5,lapse_rate,1.0,True,1.177,0,False,left,0.0,1.3523,1.4027,0.0504,0.3273,0.8286,0.5013,V
115,115,0.50034,1.2,1,0.21682,0.25017,0.57539,115,1.92632,-0.238,-0.11675,0.3836,5,2U1D,2.0,True,0.785,6,False,right,0.0,0.2245,0.6083,0.3838,1.184,1.6843,0.5003,A
116,116,0.50034,0.1,1,0.25017,0.37526,0.73384,116,2.27656,-0.174,-0.08339,0.41695,5,3U1D,2.0,True,3.226,2,True,right,0.0,0.2529,0.67,0.4171,1.4037,1.9029,0.4992,V
117,117,0.50034,0.1,2,0.27519,0.43363,0.73384,117,1.99303,-0.9,-0.45031,0.05003,5,lapse_rate,1.0,True,0.268,0,False,left,0.0,1.5155,1.5663,0.0508,0.2819,0.7829,0.501,A
118,118,0.50034,1.2,2,0.39194,0.24183,0.8756,118,2.40998,-0.202,-0.10007,0.40027,5,2U1D,1.0,True,0.409,6,False,left,0.0,1.7778,2.178,0.4003,0.4023,0.9026,0.5003,V
