,Unnamed: 0,standardDur,audNoise,order,preDur,postDur,isiDur,trial_num,total_audio_dur,delta_dur_percents,deltaDurS,testDurS,intensities,current_stair,responses,is_correct,response_rts,stair_num_reversal,stair_is_reversal,response_keys
31,31,0.5,0.1,2,0.3167,0.3333,0.5167,31,2.5667,0.8,0.4,0.9,5,lapse_rate,2.0,True,0.242,0,False,right
32,32,0.5,0.1,1,0.4,0.35,0.9,32,2.4333,-0.42,-0.2167,0.2833,5,1D2U,2.0,True,0.3,0,False,right
33,33,0.5,0.1,1,0.4,0.35,0.4167,33,2.5667,0.8,0.4,0.9,5,lapse_rate,1.0,True,0.249,0,False,left
34,34,0.5,0.1,2,0.2833,0.35,0.7667,34,2.3167,-0.18,-0.0833,0.4167,5,2D1U,2.0,False,0.383,1,True,right
35,35,0.5,0.1,2,0.2167,0.2167,0.6333,35,1.9334,-0.26,-0.1333,0.3667,5,3D1U,2.0,False,0.441,0,False,right
36,36,0.5,0.1,1,0.2667,0.2833,0.4667,36,1.7334,-0.58,-0.2833,0.2167,5,1D3U,2.0,True,0.4,0,False,right
37,37,0.5,0.1,1,0.3333,0.4333,0.4167,37,2.0166,-0.34,-0.1667,0.3333,5,3D1U,2.0,True,0.374,1,True,right
38,38,0.5,0.1,2,0.2,0.3667,0.4167,38,1.7001,-0.58,-0.2833,0.2167,5,1D3U,1.0,True,0.4,0,False,left
39,39,0.5,0.1,2,0.25,0.3,0.7333,39,2.2,-0.18,-0.0833,0.4167,5,2D1U,1.0,True,0.417,1,True,left
40,40,0.5,0.1,1,0.3,0.3167,0.4667,40,1.6834,-0.8,-0.4,0.1,5,lapse_rate,1.0,False,0.483,0,False,left
41,41,0.5,0.1,1,0.3667,0.35,0.6833,41,2.2667,-0.26,-0.1333,0.3667,5,1D2U,2.0,True,0.317,0,False,right
42,42,0.5,0.1,2,0.3833,0.3167,0.7,42,2.25,-0.3,-0.15,0.35,5,3D1U,1.0,True,0.383,2,True,left
43,43,0.5,0.1,2,0.25,0.25,0.75,43,2.1833,-0.14,-0.0667,0.4333,5,2D1U,1.0,True,0.367,2,True,left
44,44,0.5,0.1,1,0.2667,0.3,0.75,44,2.1834,-0.26,-0.1333,0.3667,5,1D2U,2.0,True,0.459,0,False,right
45,45,0.5,0.1,1,0.45,0.4333,0.7667,45,2.3667,-0.58,-0.2833,0.2167,5,1D3U,2.0,True,0.308,0,False,right
46,46,0.5,0.1,2,0.25,0.3,0.4167,46,2.3667,0.8,0.4,0.9,5,lapse_rate,2.0,True,0.317,0,False,right
47,47,0.5,0.1,1,0.2833,0.3333,0.6833,47,2.2499,-0.1,-0.05,0.45,5,1D2U,2.0,True,0.518,0,False,right
48,48,0.5,0.1,1,0.3167,0.2167,0.9,48,2.3001,-0.26,-0.1333,0.3667,5,3D1U,2.0,True,0.434,2,False,right
49,49,0.5,0.1,1,0.3167,0.35,0.6,49,2.6667,0.8,0.4,0.9,5,lapse_rate,1.0,True,0.166,0,False,left
50,50,0.5,0.1,2,0.4,0.25,0.7667,50,2.3667,-0.1,-0.05,0.45,5,2D1U,2.0,False,0.476,2,False,right
51,51,0.5,0.1,2,0.25,0.4,0.4333,51,1.8666,-0.42,-0.2167,0.2833,5,1D3U,1.0,True,0.416,0,False,left
52,52,0.5,0.1,1,0.3333,0.3833,0.6333,52,2.1332,-0.42,-0.2167,0.2833,5,1D3U,2.0,True,0.3,0,False,right
53,53,0.5,0.1,2,0.2667,0.3,0.7667,53,2.2834,-0.1,-0.05,0.45,5,1D2U,1.0,True,0.392,0,False,left
54,54,0.5,0.1,1,0.35,0.2833,0.85,54,2.4333,-0.1,-0.05,0.45,5,2D1U,2.0,True,0.325,2,False,right
55,55,0.5,0.1,1,0.25,0.35,0.7167,55,1.9167,-0.8,-0.4,0.1,5,lapse_rate,2.0,True,0.334,0,False,right
56,56,0.5,0.1,1,0.2333,0.25,0.5167,56,1.8833,-0.22,-0.1167,0.3833,5,3D1U,2.0,True,0.442,2,False,right
57,57,0.5,0.1,2,0.4,0.4167,0.6333,57,2.4833,0.06,0.0333,0.5333,5,1D2U,1.0,False,0.351,0,False,left
58,58,0.5,0.1,1,0.4333,0.2667,0.8167,58,2.4334,-0.18,-0.0833,0.4167,5,3D1U,2.0,True,0.41,2,False,right
59,59,0.5,0.1,2,0.25,0.3333,0.7333,59,2.0999,-0.42,-0.2167,0.2833,5,1D3U,2.0,False,0.408,0,False,right
60,60,0.5,0.1,1,0.4,0.4,0.8667,60,3.0667,0.8,0.4,0.9,5,lapse_rate,1.0,True,0.376,0,False,left
61,61,0.5,0.1,2,0.2833,0.2333,0.6167,61,2.1,-0.06,-0.0333,0.4667,5,2D1U,2.0,False,0.475,2,False,right
62,62,0.5,0.1,2,0.2833,0.3,0.85,62,2.4666,0.06,0.0333,0.5333,5,1D2U,2.0,True,0.417,0,False,right
63,63,0.5,0.1,2,0.3667,0.35,0.6,63,1.9167,-0.8,-0.4,0.1,5,lapse_rate,1.0,True,0.641,0,False,left
64,64,0.5,0.1,2,0.25,0.2333,0.7167,64,2.1333,-0.14,-0.0667,0.4333,5,3D1U,2.0,False,0.399,2,False,right
65,65,0.5,0.1,1,0.3,0.4333,0.4833,65,1.9666,-0.5,-0.25,0.25,5,1D3U,2.0,True,0.432,1,True,right
66,66,0.5,0.1,1,0.2167,0.3667,0.6333,66,2.1834,-0.06,-0.0333,0.4667,5,2D1U,2.0,True,0.366,2,False,right
67,67,0.5,0.1,1,0.3667,0.4167,0.6167,67,2.3334,-0.14,-0.0667,0.4333,5,3D1U,1.0,False,0.443,2,False,left
68,68,0.5,0.1,2,0.3,0.4167,0.45,68,1.9167,-0.5,-0.25,0.25,5,1D3U,1.0,True,0.642,1,True,left
69,69,0.5,0.1,2,0.25,0.3833,0.7167,69,2.75,0.8,0.4,0.9,5,lapse_rate,2.0,True,0.201,0,False,right
70,70,0.5,0.1,1,0.3,0.2,0.6,70,2.0833,-0.02,-0.0167,0.4833,5,2D1U,2.0,True,0.458,2,False,right
71,71,0.5,0.1,1,0.4333,0.4,0.4,71,2.2166,-0.02,-0.0167,0.4833,5,1D2U,2.0,True,0.392,1,True,right
72,72,0.5,0.1,1,0.3667,0.45,0.6667,72,2.2334,-0.5,-0.25,0.25,5,1D3U,2.0,True,0.375,1,True,right
73,73,0.5,0.1,1,0.4,0.3833,0.4833,73,2.1999,-0.14,-0.0667,0.4333,5,3D1U,1.0,False,0.276,2,False,left
74,74,0.5,0.1,1,0.25,0.3167,0.75,74,2.3,-0.02,-0.0167,0.4833,5,1D2U,1.0,False,0.392,1,True,left
75,75,0.5,0.1,2,0.2833,0.35,0.6333,75,2.2166,-0.1,-0.05,0.45,5,1D2U,1.0,True,0.39,1,False,left
76,76,0.5,0.1,1,0.4,0.3667,0.8333,76,2.6167,0.02,0.0167,0.5167,5,2D1U,1.0,True,0.701,2,False,left
77,77,0.5,0.1,2,0.4,0.2333,0.7667,77,2.35,-0.1,-0.05,0.45,5,1D2U,1.0,True,0.616,1,False,left
78,78,0.5,0.1,1,0.2333,0.2167,0.6,78,1.8167,-0.46,-0.2333,0.2667,5,1D3U,1.0,False,0.432,2,True,left
79,79,0.5,0.1,2,0.35,0.2667,0.7667,79,2.3001,-0.18,-0.0833,0.4167,5,3D1U,2.0,False,0.5,3,True,right
80,80,0.5,0.1,2,0.4,0.3167,0.7833,80,2.4167,-0.18,-0.0833,0.4167,5,3D1U,2.0,False,0.433,3,True,right
81,81,0.5,0.1,2,0.2833,0.3333,0.6833,81,2.3166,0.02,0.0167,0.5167,5,2D1U,2.0,True,0.391,2,False,right
82,82,0.5,0.1,2,0.35,0.3167,0.8833,82,2.4667,-0.18,-0.0833,0.4167,5,3D1U,2.0,False,0.484,3,True,right
83,83,0.5,0.1,1,0.2833,0.4167,0.4333,83,2.1166,-0.02,-0.0167,0.4833,5,2D1U,2.0,True,0.725,3,True,right
84,84,0.5,0.1,2,0.45,0.3167,0.7667,84,2.5001,-0.06,-0.0333,0.4667,5,1D2U,2.0,False,0.601,2,True,right
85,85,0.5,0.1,2,0.2167,0.2333,0.8667,85,2.2667,-0.1,-0.05,0.45,5,1D2U,1.0,True,0.467,3,True,left
