Unnamed: 0,standardDur,audNoise,order,preDur,postDur,isiDur,trial_num,total_audio_dur,delta_dur_percents,deltaDurS,testDurS,intensities,current_stair,responses,is_correct,response_rts,stair_num_reversal,stair_is_reversal,response_keys,participantID
137,0.5,0.1,2,0.2333,0.4333,0.4333,137,1.9332,-0.34,-0.1667,0.3333,5,1D3U,1.0,True,0.559,4,True,left,LN
138,0.5,0.1,1,0.4333,0.2167,0.85,138,2.75,0.5,0.25,0.75,5,3D1U,1.0,True,0.518,2,False,left,LN
139,0.5,0.1,1,0.3167,0.4,0.8667,139,2.5667,-0.02,-0.0167,0.4833,5,2D1U,1.0,False,0.592,4,False,left,LN
140,0.5,0.1,2,0.2333,0.35,0.5667,140,2.1333,-0.02,-0.0167,0.4833,5,2D1U,1.0,True,0.526,4,False,left,LN
141,0.5,0.1,1,0.2667,0.3,0.45,141,1.75,-0.54,-0.2667,0.2333,5,1D2U,1.0,False,0.741,5,True,left,LN
142,0.5,0.1,1,0.2833,0.25,0.4667,142,2.25,0.5,0.25,0.75,5,3D1U,1.0,True,0.433,2,False,left,LN
143,0.5,0.1,2,0.3833,0.2833,0.5,143,2.3999,0.46,0.2333,0.7333,5,3D1U,2.0,True,0.392,3,True,right,LN
144,0.5,0.1,1,0.3,0.3833,0.7333,144,2.2499,-0.34,-0.1667,0.3333,5,1D3U,2.0,True,0.433,4,True,right,LN
145,0.5,0.1,1,0.25,0.25,0.4667,145,1.9834,0.02,0.0167,0.5167,5,2D1U,1.0,True,0.501,4,False,left,LN
146,0.5,0.1,2,0.45,0.3,0.5667,146,2.0334,-0.58,-0.2833,0.2167,5,1D2U,1.0,True,0.574,5,False,left,LN
147,0.5,0.1,1,0.2833,0.25,0.5833,147,1.9499,-0.34,-0.1667,0.3333,5,1D3U,2.0,True,0.501,4,True,right,LN
148,0.5,0.1,2,0.45,0.35,0.6667,148,2.3167,-0.3,-0.15,0.35,5,1D3U,1.0,True,0.509,4,False,left,LN
149,0.5,0.1,1,0.2667,0.3,0.7,149,2.5,0.46,0.2333,0.7333,5,3D1U,2.0,False,0.658,3,True,right,LN
150,0.5,0.1,2,0.3667,0.2167,0.45,150,2.0501,0.02,0.0167,0.5167,5,2D1U,1.0,False,0.599,4,False,left,LN
151,0.5,0.1,1,0.3,0.4333,0.6,151,2.05,-0.58,-0.2833,0.2167,5,1D2U,2.0,True,0.416,5,False,right,LN
152,0.5,0.1,1,0.2,0.3833,0.4167,152,2.25,0.5,0.25,0.75,5,3D1U,1.0,True,0.517,4,True,left,LN
153,0.5,0.1,2,0.3667,0.2833,0.85,153,2.5333,0.06,0.0333,0.5333,5,2D1U,2.0,True,0.567,4,False,right,LN
0,0.5,0.1,1,0.3667,0.3,0.8833,0,2.1,-0.9,-0.45,0.05,5,3D1U,2.0,True,0.172,0,False,right,mh
1,0.5,0.1,2,0.2,0.4333,0.4167,1,2.45,0.8,0.4,0.9,5,lapse_rate,1.0,False,0.161,0,False,left,mh
2,0.5,0.1,2,0.2833,0.4167,0.4833,2,1.7333,-0.9,-0.45,0.05,5,2D1U,1.0,True,0.615,0,False,left,mh
3,0.5,0.1,2,0.2333,0.2667,0.9,3,2.0333,-0.74,-0.3667,0.1333,5,3D1U,1.0,True,0.384,0,False,left,mh
4,0.5,0.1,2,0.3833,0.35,0.5167,4,1.85,-0.8,-0.4,0.1,5,lapse_rate,1.0,True,0.392,0,False,left,mh
5,0.5,0.1,2,0.3667,0.4,0.7,5,2.0167,-0.9,-0.45,0.05,5,1D3U,1.0,True,0.309,0,False,left,mh
6,0.5,0.1,2,0.4333,0.3667,0.7167,6,2.0667,-0.9,-0.45,0.05,5,1D2U,1.0,True,0.416,0,False,left,mh
7,0.5,0.1,1,0.25,0.3333,0.8833,7,2.0999,-0.74,-0.3667,0.1333,5,2D1U,2.0,True,0.258,0,False,right,mh
8,0.5,0.1,1,0.3333,0.4167,0.45,8,1.75,-0.9,-0.45,0.05,5,1D2U,2.0,True,0.301,0,False,right,mh
9,0.5,0.1,1,0.3167,0.4167,0.8833,9,2.1667,-0.9,-0.45,0.05,5,1D3U,1.0,False,0.334,0,False,left,mh
10,0.5,0.1,1,0.2333,0.35,0.5,10,2.4833,0.8,0.4,0.9,5,lapse_rate,1.0,True,0.408,0,False,left,mh
11,0.5,0.1,2,0.3167,0.35,0.4667,11,1.8501,-0.58,-0.2833,0.2167,5,3D1U,1.0,True,0.459,0,False,left,mh
12,0.5,0.1,2,0.2667,0.3167,0.8833,12,2.25,-0.42,-0.2167,0.2833,5,3D1U,1.0,True,0.516,0,False,left,mh
13,0.5,0.1,1,0.3833,0.2167,0.6167,13,1.85,-0.74,-0.3667,0.1333,5,1D2U,2.0,True,0.2,0,False,right,mh
14,0.5,0.1,1,0.3833,0.2167,0.5333,14,1.85,-0.58,-0.2833,0.2167,5,2D1U,2.0,True,0.283,0,False,right,mh
15,0.5,0.1,1,0.3667,0.2167,0.6667,15,1.8001,-0.9,-0.45,0.05,5,1D3U,2.0,True,0.267,0,False,right,mh
16,0.5,0.1,1,0.3833,0.2333,0.8667,16,2.0833,-0.8,-0.4,0.1,5,lapse_rate,2.0,True,0.232,0,False,right,mh
17,0.5,0.1,1,0.3333,0.4167,0.45,17,2.0667,-0.26,-0.1333,0.3667,5,3D1U,2.0,True,0.259,0,False,right,mh
18,0.5,0.1,1,0.3833,0.4333,0.4833,18,1.8499,-0.9,-0.45,0.05,5,1D3U,2.0,True,0.242,0,False,right,mh
19,0.5,0.1,2,0.2833,0.4333,0.8667,19,2.9833,0.8,0.4,0.9,5,lapse_rate,2.0,True,0.274,0,False,right,mh
20,0.5,0.1,2,0.3333,0.4333,0.7333,20,2.2832,-0.42,-0.2167,0.2833,5,2D1U,1.0,True,0.374,0,False,left,mh
21,0.5,0.1,1,0.35,0.3833,0.65,21,2.0166,-0.74,-0.3667,0.1333,5,1D2U,2.0,True,0.241,0,False,right,mh
22,0.5,0.1,1,0.4167,0.2833,0.6,22,1.85,-0.9,-0.45,0.05,5,1D3U,2.0,True,0.284,0,False,right,mh
23,0.5,0.1,2,0.2667,0.3667,0.65,23,2.1501,-0.26,-0.1333,0.3667,5,2D1U,2.0,False,0.382,0,False,right,mh
24,0.5,0.1,2,0.3333,0.2667,0.4833,24,2.0333,-0.1,-0.05,0.45,5,3D1U,2.0,False,0.333,0,False,right,mh
25,0.5,0.1,2,0.3,0.3,0.7167,25,2.7167,0.8,0.4,0.9,5,lapse_rate,2.0,True,0.334,0,False,right,mh
26,0.5,0.1,1,0.2333,0.45,0.8667,26,2.2667,-0.58,-0.2833,0.2167,5,1D2U,2.0,True,0.307,0,False,right,mh
27,0.5,0.1,2,0.2667,0.35,0.5667,27,1.7834,-0.8,-0.4,0.1,5,lapse_rate,1.0,True,0.4,0,False,left,mh
28,0.5,0.1,1,0.3667,0.3,0.45,28,1.8334,-0.58,-0.2833,0.2167,5,1D2U,2.0,True,0.334,0,False,right,mh
29,0.5,0.1,1,0.3667,0.3667,0.5167,29,2.2001,-0.1,-0.05,0.45,5,3D1U,2.0,True,0.391,0,False,right,mh
30,0.5,0.1,1,0.3667,0.4167,0.6333,30,2.2834,-0.26,-0.1333,0.3667,5,2D1U,2.0,True,0.383,0,False,right,mh
31,0.5,0.1,1,0.4,0.25,0.6667,31,1.9,-0.82,-0.4167,0.0833,5,1D3U,2.0,True,0.278,1,True,right,mh
32,0.5,0.1,2,0.3333,0.2333,0.4333,32,1.9499,-0.1,-0.05,0.45,5,2D1U,2.0,False,0.35,0,False,right,mh
33,0.5,0.1,2,0.2333,0.45,0.4667,33,1.9333,-0.42,-0.2167,0.2833,5,1D2U,1.0,True,0.31,0,False,left,mh
34,0.5,0.1,2,0.2333,0.3333,0.85,34,2.0166,-0.8,-0.4,0.1,5,lapse_rate,1.0,True,0.407,0,False,left,mh
35,0.5,0.1,2,0.45,0.4333,0.7167,35,2.1833,-0.82,-0.4167,0.0833,5,1D3U,1.0,True,0.326,1,True,left,mh
36,0.5,0.1,2,0.4333,0.2833,0.7833,36,2.5332,0.06,0.0333,0.5333,5,3D1U,2.0,True,0.308,0,False,right,mh
37,0.5,0.1,1,0.3833,0.4333,0.7667,37,2.3666,-0.42,-0.2167,0.2833,5,1D2U,2.0,True,0.258,0,False,right,mh
38,0.5,0.1,1,0.2833,0.2667,0.5333,38,1.6666,-0.82,-0.4167,0.0833,5,1D3U,2.0,True,0.301,1,True,right,mh
39,0.5,0.1,2,0.2833,0.3167,0.7167,39,2.2667,-0.1,-0.05,0.45,5,2D1U,2.0,False,0.302,0,False,right,mh
40,0.5,0.1,2,0.45,0.4167,0.5667,40,2.4667,0.06,0.0333,0.5333,5,3D1U,2.0,True,0.232,0,False,right,mh
41,0.5,0.1,2,0.3,0.3667,0.4,41,1.6667,-0.8,-0.4,0.1,5,lapse_rate,1.0,True,0.391,0,False,left,mh
42,0.5,0.1,2,0.35,0.3,0.8,42,2.4833,0.06,0.0333,0.5333,5,3D1U,2.0,True,0.282,0,False,right,mh
43,0.5,0.1,2,0.2167,0.3,0.5833,43,1.7333,-0.74,-0.3667,0.1333,5,1D3U,1.0,True,0.375,1,False,left,mh
44,0.5,0.1,1,0.2667,0.25,0.6167,44,2.5334,0.8,0.4,0.9,5,lapse_rate,1.0,True,0.292,0,False,left,mh
45,0.5,0.1,2,0.25,0.3833,0.4667,45,2.0167,-0.18,-0.0833,0.4167,5,2D1U,1.0,True,0.399,1,True,left,mh
46,0.5,0.1,1,0.25,0.45,0.5,46,2.0667,-0.26,-0.1333,0.3667,5,1D2U,2.0,True,0.292,0,False,right,mh
47,0.5,0.1,2,0.2333,0.4,0.4833,47,2.0499,-0.14,-0.0667,0.4333,5,2D1U,1.0,True,0.375,2,True,left,mh
48,0.5,0.1,2,0.35,0.3167,0.7333,48,2.0333,-0.74,-0.3667,0.1333,5,1D3U,1.0,True,0.449,1,False,left,mh
49,0.5,0.1,1,0.2333,0.3167,0.8833,49,2.8333,0.8,0.4,0.9,5,lapse_rate,1.0,True,0.417,0,False,left,mh
50,0.5,0.1,1,0.3167,0.3,0.6,50,2.2,-0.02,-0.0167,0.4833,5,3D1U,1.0,False,0.533,1,True,left,mh
51,0.5,0.1,2,0.3333,0.2,0.5,51,1.9,-0.26,-0.1333,0.3667,5,1D2U,1.0,True,0.667,0,False,left,mh
52,0.5,0.1,1,0.25,0.4167,0.8333,52,2.45,-0.1,-0.05,0.45,5,1D2U,2.0,True,0.3,0,False,right,mh
53,0.5,0.1,1,0.2333,0.3167,0.6833,53,1.8666,-0.74,-0.3667,0.1333,5,1D3U,2.0,True,0.233,1,False,right,mh
54,0.5,0.1,2,0.2167,0.2333,0.6833,54,2.0833,-0.1,-0.05,0.45,5,2D1U,2.0,False,0.357,2,False,right,mh
55,0.5,0.1,1,0.3667,0.35,0.7667,55,2.4667,-0.02,-0.0167,0.4833,5,3D1U,2.0,True,0.317,1,True,right,mh
56,0.5,0.1,1,0.4333,0.25,0.6,56,2.6833,0.8,0.4,0.9,5,lapse_rate,1.0,True,0.233,0,False,left,mh
57,0.5,0.1,2,0.2667,0.4167,0.85,57,2.5501,0.02,0.0167,0.5167,5,3D1U,2.0,True,0.327,2,True,right,mh
58,0.5,0.1,2,0.3167,0.2333,0.45,58,1.95,-0.1,-0.05,0.45,5,2D1U,2.0,False,0.41,2,False,right,mh
59,0.5,0.1,2,0.2333,0.25,0.5333,59,1.6833,-0.66,-0.3333,0.1667,5,1D3U,1.0,True,0.435,1,False,left,mh
60,0.5,0.1,1,0.2333,0.45,0.6167,60,1.9,-0.8,-0.4,0.1,5,lapse_rate,1.0,False,0.349,0,False,left,mh
61,0.5,0.1,2,0.4,0.3,0.7667,61,2.4167,-0.1,-0.05,0.45,5,1D2U,2.0,False,0.342,0,False,right,mh
62,0.5,0.1,1,0.4,0.2333,0.6,62,1.9,-0.66,-0.3333,0.1667,5,1D3U,2.0,True,0.375,1,False,right,mh
63,0.5,0.1,1,0.35,0.4333,0.7333,63,2.4333,-0.18,-0.0833,0.4167,5,1D2U,2.0,True,0.31,1,True,right,mh
64,0.5,0.1,2,0.2167,0.2833,0.75,64,1.85,-0.8,-0.4,0.1,5,lapse_rate,1.0,True,0.525,0,False,left,mh
65,0.5,0.1,2,0.35,0.3,0.4833,65,2.0666,-0.14,-0.0667,0.4333,5,2D1U,1.0,True,0.433,3,True,left,mh
66,0.5,0.1,1,0.4333,0.2167,0.7167,66,2.3834,0.02,0.0167,0.5167,5,3D1U,1.0,True,0.376,2,True,left,mh
67,0.5,0.1,2,0.4333,0.3833,0.7167,67,2.55,0.02,0.0167,0.5167,5,3D1U,2.0,True,0.25,2,True,right,mh
68,0.5,0.1,1,0.2833,0.2833,0.85,68,2.3333,-0.18,-0.0833,0.4167,5,1D2U,2.0,True,0.285,1,True,right,mh
69,0.5,0.1,1,0.35,0.2167,0.6833,69,2.1833,-0.14,-0.0667,0.4333,5,1D2U,2.0,True,0.225,2,True,right,mh
70,0.5,0.1,1,0.4333,0.4333,0.75,70,2.5666,-0.1,-0.05,0.45,5,2D1U,1.0,False,0.161,4,True,left,mh
71,0.5,0.1,1,0.45,0.2667,0.5,71,1.8834,-0.66,-0.3333,0.1667,5,1D3U,2.0,True,0.183,1,False,right,mh
72,0.5,0.1,1,0.25,0.2167,0.7333,72,1.9167,-0.58,-0.2833,0.2167,5,1D3U,2.0,True,0.25,1,False,right,mh
73,0.5,0.1,2,0.3167,0.35,0.5167,73,2.1167,-0.14,-0.0667,0.4333,5,1D2U,2.0,False,0.257,2,True,right,mh
74,0.5,0.1,2,0.2167,0.2833,0.45,74,1.8667,-0.18,-0.0833,0.4167,5,1D2U,2.0,False,0.3,3,True,right,mh
75,0.5,0.1,1,0.3833,0.3167,0.7333,75,2.4166,-0.02,-0.0167,0.4833,5,3D1U,2.0,True,0.2,3,True,right,mh
76,0.5,0.1,2,0.3333,0.25,0.9,76,2.4333,-0.1,-0.05,0.45,5,2D1U,2.0,False,0.249,4,True,right,mh
77,0.5,0.1,2,0.4333,0.3167,0.8833,77,2.65,0.02,0.0167,0.5167,5,3D1U,2.0,True,0.162,4,True,right,mh
78,0.5,0.1,1,0.3167,0.3667,0.8167,78,2.3834,-0.22,-0.1167,0.3833,5,1D2U,2.0,True,0.225,3,False,right,mh
79,0.5,0.1,2,0.4333,0.3333,0.5,79,2.1999,-0.14,-0.0667,0.4333,5,2D1U,2.0,False,0.351,5,True,right,mh
80,0.5,0.1,1,0.35,0.4167,0.6333,80,2.3333,-0.14,-0.0667,0.4333,5,2D1U,2.0,True,0.701,5,True,right,mh
81,0.5,0.1,1,0.4333,0.35,0.5333,81,2.0333,-0.58,-0.2833,0.2167,5,1D3U,2.0,True,0.558,1,False,right,mh
82,0.5,0.1,1,0.25,0.3333,0.4667,82,2.0,-0.1,-0.05,0.45,5,2D1U,2.0,True,0.349,6,True,right,mh
83,0.5,0.1,1,0.3167,0.3167,0.55,83,2.0667,-0.22,-0.1167,0.3833,5,1D2U,1.0,False,0.657,3,False,left,mh
84,0.5,0.1,2,0.4333,0.3667,0.5667,84,2.0834,-0.58,-0.2833,0.2167,5,1D3U,1.0,True,0.459,1,False,left,mh
85,0.5,0.1,2,0.4167,0.2667,0.8167,85,2.2501,-0.5,-0.25,0.25,5,1D3U,1.0,True,0.415,1,False,left,mh
86,0.5,0.1,2,0.4333,0.35,0.85,86,2.65,0.02,0.0167,0.5167,5,3D1U,2.0,True,0.707,4,True,right,mh
87,0.5,0.1,2,0.4167,0.25,0.6167,87,2.2501,-0.06,-0.0333,0.4667,5,2D1U,1.0,True,0.442,6,False,left,mh
88,0.5,0.1,2,0.3,0.35,0.4833,88,2.0,-0.26,-0.1333,0.3667,5,1D2U,1.0,True,0.408,3,False,left,mh
89,0.5,0.1,1,0.4333,0.3167,0.5,89,2.2667,0.02,0.0167,0.5167,5,3D1U,1.0,True,0.343,4,True,left,mh
90,0.5,0.1,1,0.2667,0.3667,0.4167,90,1.8001,-0.5,-0.25,0.25,5,1D3U,2.0,True,0.159,1,False,right,mh
91,0.5,0.1,2,0.3167,0.3833,0.4667,91,1.9167,-0.5,-0.25,0.25,5,1D3U,1.0,True,0.35,1,False,left,mh
92,0.5,0.1,1,0.3667,0.35,0.5833,92,2.1667,-0.26,-0.1333,0.3667,5,1D2U,2.0,True,0.277,3,False,right,mh
93,0.5,0.1,1,0.2667,0.3,0.55,93,2.1,-0.02,-0.0167,0.4833,5,2D1U,2.0,True,0.242,6,False,right,mh
94,0.5,0.1,2,0.2167,0.3833,0.7667,94,2.35,-0.02,-0.0167,0.4833,5,3D1U,2.0,False,0.25,5,True,right,mh
95,0.5,0.1,2,0.4333,0.2833,0.8167,95,2.3166,-0.42,-0.2167,0.2833,5,1D3U,1.0,True,0.5,1,False,left,mh
96,0.5,0.1,2,0.2167,0.3,0.55,96,1.95,-0.22,-0.1167,0.3833,5,1D2U,2.0,False,0.583,4,True,right,mh
97,0.5,0.1,2,0.45,0.3667,0.8167,97,2.6167,-0.02,-0.0167,0.4833,5,3D1U,1.0,True,0.325,5,True,left,mh
98,0.5,0.1,1,0.2667,0.4167,0.8667,98,2.5668,0.02,0.0167,0.5167,5,3D1U,2.0,False,0.275,6,True,right,mh
99,0.5,0.1,2,0.2333,0.2333,0.7,99,2.0333,-0.26,-0.1333,0.3667,5,1D2U,1.0,True,0.477,5,True,left,mh
100,0.5,0.1,1,0.4,0.2167,0.7667,100,2.4001,0.02,0.0167,0.5167,5,2D1U,1.0,True,0.366,6,False,left,mh
101,0.5,0.1,2,0.3167,0.35,0.85,101,2.3,-0.42,-0.2167,0.2833,5,1D3U,1.0,True,0.459,1,False,left,mh
102,0.5,0.1,2,0.3833,0.3333,0.8,102,2.2999,-0.42,-0.2167,0.2833,5,1D3U,2.0,False,0.324,1,False,right,mh
103,0.5,0.1,1,0.2667,0.4167,0.6667,103,2.3834,0.06,0.0333,0.5333,5,3D1U,2.0,False,0.3,6,False,right,mh
104,0.5,0.1,1,0.3667,0.3667,0.7667,104,2.3668,-0.26,-0.1333,0.3667,5,1D2U,2.0,True,0.232,5,True,right,mh
105,0.5,0.1,1,0.2333,0.3667,0.7667,105,2.25,-0.22,-0.1167,0.3833,5,1D2U,2.0,True,0.351,6,True,right,mh
106,0.5,0.1,2,0.2833,0.35,0.6167,106,2.2667,0.02,0.0167,0.5167,5,2D1U,2.0,True,0.415,6,False,right,mh
107,0.5,0.1,1,0.2667,0.4333,0.6167,107,2.0834,-0.46,-0.2333,0.2667,5,1D3U,2.0,True,0.307,2,True,right,mh
108,0.5,0.1,2,0.4167,0.4333,0.6,108,2.5,0.1,0.05,0.55,5,3D1U,2.0,True,0.583,6,False,right,mh
109,0.5,0.1,1,0.3667,0.3833,0.5667,109,2.2,-0.22,-0.1167,0.3833,5,1D2U,2.0,True,0.3,6,True,right,mh
110,0.5,0.1,2,0.4333,0.35,0.6667,110,2.3667,-0.18,-0.0833,0.4167,5,1D2U,2.0,False,0.558,6,False,right,mh
111,0.5,0.1,2,0.3333,0.3167,0.55,111,2.1833,-0.02,-0.0167,0.4833,5,2D1U,2.0,False,0.308,7,True,right,mh
112,0.5,0.1,2,0.3,0.3667,0.5333,112,1.9667,-0.46,-0.2333,0.2667,5,1D3U,1.0,True,0.341,2,True,left,mh
113,0.5,0.1,1,0.45,0.3167,0.55,113,2.3,-0.02,-0.0167,0.4833,5,2D1U,1.0,False,0.833,7,True,left,mh
114,0.5,0.1,2,0.3833,0.3,0.4333,114,2.1666,0.1,0.05,0.55,5,3D1U,2.0,True,0.36,6,False,right,mh
115,0.5,0.1,2,0.2333,0.3333,0.5167,115,1.9666,-0.22,-0.1167,0.3833,5,1D2U,2.0,False,0.316,7,True,right,mh
116,0.5,0.1,1,0.2167,0.45,0.4333,116,1.8667,-0.46,-0.2333,0.2667,5,1D3U,2.0,True,0.434,2,True,right,mh
117,0.5,0.1,1,0.2833,0.4167,0.9,117,2.5667,-0.06,-0.0333,0.4667,5,2D1U,2.0,True,0.225,7,False,right,mh
118,0.5,0.1,1,0.3167,0.3333,0.5667,118,2.0834,-0.26,-0.1333,0.3667,5,1D2U,2.0,True,0.408,7,False,right,mh
119,0.5,0.1,1,0.3167,0.25,0.7833,119,2.4,0.1,0.05,0.55,5,3D1U,2.0,False,0.333,6,False,right,mh
120,0.5,0.1,2,0.3167,0.3667,0.7167,120,2.1834,-0.42,-0.2167,0.2833,5,1D3U,1.0,True,0.491,3,True,left,mh
121,0.5,0.1,1,0.25,0.3167,0.5,121,1.85,-0.42,-0.2167,0.2833,5,1D3U,2.0,True,0.326,3,True,right,mh
122,0.5,0.1,1,0.2667,0.2333,0.7833,122,2.35,0.14,0.0667,0.5667,5,3D1U,2.0,False,0.341,6,False,right,mh
123,0.5,0.1,1,0.4,0.3167,0.6333,123,2.1333,-0.42,-0.2167,0.2833,5,1D3U,2.0,True,0.366,3,True,right,mh
124,0.5,0.1,2,0.4333,0.4167,0.4333,124,2.2666,-0.02,-0.0167,0.4833,5,2D1U,1.0,True,0.325,8,True,left,mh
125,0.5,0.1,2,0.2,0.25,0.7,125,2.1667,0.02,0.0167,0.5167,5,2D1U,2.0,True,0.334,8,False,right,mh
126,0.5,0.1,2,0.2667,0.2167,0.8167,126,2.1668,-0.26,-0.1333,0.3667,5,1D2U,1.0,True,0.5,7,False,left,mh
127,0.5,0.1,1,0.2167,0.4167,0.45,127,2.1667,0.18,0.0833,0.5833,5,3D1U,2.0,False,0.24,6,False,right,mh
128,0.5,0.1,2,0.3667,0.25,0.4333,128,1.8667,-0.38,-0.1833,0.3167,5,1D3U,1.0,True,0.583,3,False,left,mh
129,0.5,0.1,1,0.3833,0.3833,0.7333,129,2.3166,-0.38,-0.1833,0.3167,5,1D3U,2.0,True,0.208,3,False,right,mh
130,0.5,0.1,1,0.25,0.3167,0.6667,130,2.2501,0.02,0.0167,0.5167,5,2D1U,1.0,True,0.442,8,False,left,mh
131,0.5,0.1,1,0.4,0.3167,0.5167,131,2.1167,-0.22,-0.1167,0.3833,5,1D2U,2.0,True,0.424,8,True,right,mh
132,0.5,0.1,1,0.25,0.25,0.45,132,1.7667,-0.38,-0.1833,0.3167,5,1D3U,2.0,True,0.491,3,False,right,mh
133,0.5,0.1,2,0.3833,0.35,0.4333,133,2.2833,0.22,0.1167,0.6167,5,3D1U,2.0,True,0.217,6,False,right,mh
134,0.5,0.1,1,0.4,0.3167,0.8667,134,2.5667,-0.02,-0.0167,0.4833,5,2D1U,2.0,True,0.417,9,True,right,mh
135,0.5,0.1,1,0.45,0.3667,0.7333,135,2.4333,-0.22,-0.1167,0.3833,5,1D2U,2.0,True,0.308,8,True,right,mh
136,0.5,0.1,2,0.3,0.35,0.4833,136,1.9666,-0.34,-0.1667,0.3333,5,1D3U,1.0,True,0.358,3,False,left,mh
137,0.5,0.1,2,0.4,0.2167,0.6167,137,2.2501,0.02,0.0167,0.5167,5,2D1U,2.0,True,0.292,10,True,right,mh
138,0.5,0.1,2,0.25,0.3333,0.4167,138,2.1167,0.22,0.1167,0.6167,5,3D1U,1.0,False,0.299,6,False,left,mh
139,0.5,0.1,1,0.3833,0.3,0.5667,139,2.1667,-0.18,-0.0833,0.4167,5,1D2U,2.0,True,0.251,8,False,right,mh
140,0.5,0.1,2,0.2667,0.4167,0.4167,140,2.0168,-0.18,-0.0833,0.4167,5,1D2U,2.0,False,0.2,8,False,right,mh
141,0.5,0.1,1,0.3333,0.3667,0.8667,141,2.4,-0.34,-0.1667,0.3333,5,1D3U,2.0,True,0.309,3,False,right,mh
142,0.5,0.1,1,0.2667,0.2667,0.6833,142,2.35,0.26,0.1333,0.6333,5,3D1U,2.0,False,0.366,6,False,right,mh
143,0.5,0.1,1,0.3833,0.25,0.7,143,2.35,0.02,0.0167,0.5167,5,2D1U,2.0,False,0.275,10,True,right,mh
144,0.5,0.1,1,0.3,0.2,0.7667,144,2.15,-0.22,-0.1167,0.3833,5,1D2U,2.0,True,0.402,9,True,right,mh
145,0.5,0.1,1,0.4333,0.3,0.45,145,2.0166,-0.34,-0.1667,0.3333,5,1D3U,1.0,False,0.341,3,False,left,mh
146,0.5,0.1,2,0.3833,0.35,0.75,146,2.6333,0.3,0.15,0.65,5,3D1U,2.0,True,0.258,6,False,right,mh
147,0.5,0.1,1,0.3667,0.3833,0.6833,147,2.4666,0.06,0.0333,0.5333,5,2D1U,2.0,False,0.392,10,False,right,mh
148,0.5,0.1,1,0.2333,0.2,0.8,148,2.2833,0.1,0.05,0.55,5,2D1U,2.0,False,0.374,10,False,right,mh
149,0.5,0.1,1,0.2167,0.3,0.6167,149,2.2834,0.3,0.15,0.65,5,3D1U,1.0,True,0.334,6,False,left,mh
150,0.5,0.1,2,0.2167,0.4333,0.4667,150,2.2667,0.3,0.15,0.65,5,3D1U,2.0,True,0.216,6,False,right,mh
151,0.5,0.1,1,0.3167,0.3,0.8333,151,2.5167,0.14,0.0667,0.5667,5,2D1U,2.0,False,0.265,10,False,right,mh
152,0.5,0.1,1,0.2667,0.3,0.5167,152,2.1667,0.18,0.0833,0.5833,5,2D1U,1.0,True,0.4,10,False,left,mh
153,0.5,0.1,1,0.3833,0.2333,0.65,153,2.3999,0.26,0.1333,0.6333,5,3D1U,2.0,False,0.516,7,True,right,mh
0,0.5,0.1,2,0.3,0.2333,0.8333,0,1.9166,-0.9,-0.45,0.05,5,1D3U,1.0,True,1.672,0,False,left,ln
1,0.5,0.1,1,0.45,0.2667,0.45,1,1.7667,-0.8,-0.4,0.1,5,lapse_rate,2.0,True,0.865,0,False,right,ln
2,0.5,0.1,1,0.3,0.3667,0.85,2,2.0667,-0.9,-0.45,0.05,5,1D2U,2.0,True,3.282,0,False,right,ln
3,0.5,0.1,1,0.4167,0.3667,0.7667,3,2.1001,-0.9,-0.45,0.05,5,1D3U,2.0,True,0.416,0,False,right,ln
4,0.5,0.1,1,0.2833,0.2333,0.8167,4,1.8833,-0.9,-0.45,0.05,5,3D1U,2.0,True,0.467,0,False,right,ln
5,0.5,0.1,2,0.35,0.45,0.8167,5,2.2167,-0.8,-0.4,0.1,5,lapse_rate,1.0,True,0.308,0,False,left,ln
6,0.5,0.1,1,0.25,0.2,0.85,6,1.85,-0.9,-0.45,0.05,5,2D1U,2.0,True,0.517,0,False,right,ln
7,0.5,0.1,2,0.4,0.3167,0.7333,7,2.0,-0.9,-0.45,0.05,5,1D2U,1.0,True,0.516,0,False,left,ln
8,0.5,0.1,1,0.2833,0.45,0.6833,8,2.0499,-0.74,-0.3667,0.1333,5,2D1U,2.0,True,0.449,0,False,right,ln
9,0.5,0.1,1,0.3333,0.4,0.6167,9,1.9833,-0.74,-0.3667,0.1333,5,3D1U,2.0,True,0.392,0,False,right,ln
10,0.5,0.1,1,0.3333,0.4167,0.7667,10,2.9167,0.8,0.4,0.9,5,lapse_rate,2.0,False,0.599,0,False,right,ln
11,0.5,0.1,2,0.4,0.3333,0.4333,11,1.7166,-0.9,-0.45,0.05,5,1D3U,1.0,True,0.816,0,False,left,ln
12,0.5,0.1,2,0.4167,0.3667,0.85,12,2.2667,-0.74,-0.3667,0.1333,5,1D2U,1.0,True,0.55,0,False,left,ln
13,0.5,0.1,1,0.2,0.4333,0.8667,13,2.2167,-0.58,-0.2833,0.2167,5,3D1U,2.0,True,0.291,0,False,right,ln
0,0.5,0.1,1,0.2167,0.2667,0.4,0,1.4334,-0.9,-0.45,0.05,5,1D3U,2.0,True,0.865,0,False,right,ML
1,0.5,0.1,1,0.3,0.2833,0.45,1,1.5833,-0.9,-0.45,0.05,5,1D2U,2.0,True,0.55,0,False,right,ML
2,0.5,0.1,2,0.2333,0.4333,0.45,2,1.6666,-0.9,-0.45,0.05,5,1D2U,1.0,True,0.492,0,False,left,ML
