,Unnamed: 0,standardDur,audNoise,order,preDur,postDur,isiDur,trial_num,totalDur,delta_dur_percents,deltaDurS,testDurS,intensities,current_stair,responses,is_correct,response_rts,stair_num_reversal,stair_is_reversal,response_keys,conflictDur,recordedOnsetVisualTest,recordedOffsetVisualTest,recordedDurVisualTest,recordedOnsetVisualStandard,recordedOffsetVisualStandard,recordedDurVisualStandard,modalityPostCue
72,72,0.50196,1.2,1,0.31791,0.43503,0.81987,72,2.64366,0.14,0.06693,0.56889,5,2D1U,1.0,True,0.518,3,True,left,0.0,0.3187,0.8845,0.5658,1.702,2.202,0.5,V
73,73,0.50196,0.1,2,0.24262,0.32628,0.56889,73,2.00786,-0.26,-0.13386,0.36811,5,1D3U,1.0,True,0.432,0,False,left,0.0,1.3055,1.6726,0.3672,0.2398,0.7394,0.4996,A
74,74,0.50196,1.2,2,0.30954,0.24262,0.52706,74,1.67321,-0.82,-0.40994,0.09203,5,1D2U,1.0,True,0.624,4,True,left,0.0,1.3334,1.4252,0.0918,0.3089,0.8087,0.4998,V
75,75,0.50196,0.1,1,0.36811,0.30118,0.68602,75,1.90747,-0.9,-0.45177,0.0502,5,lapse_rate,2.0,True,0.286,0,False,right,0.0,0.364,0.4136,0.0496,1.0967,1.5969,0.5002,V
76,76,0.50196,0.1,2,0.26771,0.3932,0.55216,76,2.48471,0.54,0.26771,0.76968,5,3D1U,2.0,True,0.306,0,False,right,0.0,1.3167,2.0847,0.7681,0.2674,0.7669,0.4994,A
77,77,0.50196,1.2,1,0.20915,0.45177,0.61909,77,1.89073,-0.78,-0.3932,0.10876,5,1D2U,2.0,True,0.45,4,False,right,0.0,0.21,0.3185,0.1085,0.9351,1.4356,0.5005,V
78,78,0.50196,0.1,2,0.28445,0.23425,0.77804,78,2.75243,0.9,0.45177,0.95373,5,lapse_rate,2.0,True,0.434,0,False,right,0.0,1.556,2.5051,0.9491,0.2812,0.7807,0.4995,A
79,79,0.50196,0.1,1,0.28445,0.27608,0.47686,79,2.2672,0.46,0.22588,0.72785,5,3D1U,1.0,True,0.385,1,True,left,0.0,0.2837,1.0091,0.7254,1.4841,1.9836,0.4995,A
80,80,0.50196,1.2,2,0.31791,0.40157,0.70275,80,2.47635,0.1,0.0502,0.55216,5,2D1U,2.0,True,0.403,3,False,right,0.0,1.5114,2.0621,0.5507,0.3124,0.8122,0.4998,V
81,81,0.50196,0.1,1,0.35137,0.25098,0.42667,81,1.98275,-0.1,-0.0502,0.45177,5,1D3U,1.0,False,0.363,0,False,left,0.0,0.3498,0.8,0.4502,1.2247,1.7242,0.4996,A
82,82,0.50196,1.2,1,0.25935,0.26771,0.81987,82,2.25883,-0.18,-0.09203,0.40994,5,1D3U,1.0,False,0.509,1,True,left,0.0,0.2579,0.6664,0.4085,1.4833,1.9829,0.4997,A
83,83,0.50196,0.1,1,0.40994,0.4434,0.90353,83,2.81099,0.1,0.0502,0.55216,5,2D1U,1.0,True,0.3,3,False,left,0.0,0.4098,0.9601,0.5503,1.8601,2.3602,0.5001,A
84,84,0.50196,1.2,1,0.27608,0.30118,0.40994,84,1.53936,-0.9,-0.45177,0.0502,5,lapse_rate,1.0,False,1.089,0,False,left,0.0,0.2701,0.3202,0.0502,0.7289,1.2283,0.4994,V
85,85,0.50196,1.2,1,0.31791,0.35974,0.63582,85,2.54328,0.46,0.22588,0.72785,5,3D1U,1.0,True,0.328,1,True,left,0.0,0.3198,1.044,0.7242,1.6777,2.1779,0.5002,A
86,86,0.50196,0.1,1,0.24262,0.30954,0.70275,86,1.86563,-0.78,-0.3932,0.10876,5,1D2U,1.0,False,1.206,4,False,left,0.0,0.2368,0.3453,0.1085,1.0456,1.5454,0.4997,V
87,87,0.50196,1.2,2,0.38484,0.42667,0.56889,87,2.40942,0.06,0.03346,0.52706,5,2D1U,2.0,True,0.403,3,False,right,0.0,1.4477,1.9727,0.525,0.3807,0.8811,0.5004,V
88,88,0.50196,0.1,2,0.33464,0.29281,0.59399,88,2.45125,0.46,0.22588,0.72785,5,3D1U,2.0,True,0.447,1,True,right,0.0,1.4203,2.1459,0.7257,0.3295,0.8295,0.5,V
89,89,0.50196,1.2,2,0.21752,0.30118,0.82824,89,1.94093,-0.82,-0.40994,0.09203,5,1D2U,1.0,True,0.586,5,True,left,0.0,1.543,1.6351,0.0921,0.218,0.7181,0.5,V
