,Unnamed: 0,standardDur,audNoise,order,preDur,postDur,isiDur,trial_num,total_audio_dur,delta_dur_percents,deltaDurS,testDurS,intensities,current_stair,responses,is_correct,response_rts,stair_num_reversal,stair_is_reversal,response_keys
28,28,0.5,0.1,2,0.2167,0.25,0.8167,28,2.0501,-0.45,-0.2333,0.2667,5,2U1D,1.0,True,0.491,0,False,left
29,29,0.5,0.1,2,0.4167,0.2667,0.7,29,2.1501,-0.45,-0.2333,0.2667,5,3U1D,1.0,True,0.416,0,False,left
30,30,0.5,0.1,1,0.4333,0.3,0.6167,30,2.6667,0.63,0.3167,0.8167,5,2D1U,1.0,True,0.292,1,False,left
31,31,0.5,0.1,1,0.2667,0.3333,0.5,31,1.7,-0.8,-0.4,0.1,5,lapse_rate,2.0,True,0.358,0,False,right
32,32,0.5,0.1,2,0.2333,0.2833,0.8167,32,2.1666,-0.35,-0.1667,0.3333,5,2U1D,1.0,True,0.483,0,False,left
33,33,0.5,0.1,2,0.3333,0.3833,0.6333,33,2.1166,-0.45,-0.2333,0.2667,5,3U1D,1.0,True,0.408,0,False,left
34,34,0.5,0.1,1,0.35,0.3333,0.7333,34,2.7333,0.63,0.3167,0.8167,5,2D1U,1.0,True,0.326,1,False,left
35,35,0.5,0.1,2,0.4167,0.2667,0.7333,35,2.7,0.574,0.2833,0.7833,5,3D1U,2.0,True,0.433,2,True,right
36,36,0.5,0.1,2,0.3833,0.4333,0.8833,36,2.2999,-0.8,-0.4,0.1,5,lapse_rate,1.0,True,0.45,0,False,left
37,37,0.5,0.1,2,0.3667,0.3167,0.55,37,2.0001,-0.45,-0.2333,0.2667,5,3U1D,1.0,True,0.442,0,False,left
38,38,0.5,0.1,2,0.3333,0.35,0.7333,38,2.6999,0.57,0.2833,0.7833,5,2D1U,2.0,True,0.384,1,False,right
39,39,0.5,0.1,1,0.4333,0.3333,0.6667,39,2.0333,-0.8,-0.4,0.1,5,lapse_rate,2.0,True,0.408,0,False,right
40,40,0.5,0.1,1,0.2667,0.25,0.5167,40,1.8667,-0.35,-0.1667,0.3333,5,2U1D,2.0,True,0.442,0,False,right
41,41,0.5,0.1,1,0.4167,0.3333,0.7833,41,2.8166,0.574,0.2833,0.7833,5,3D1U,1.0,True,0.458,2,True,left
42,42,0.5,0.1,2,0.2333,0.4,0.75,42,1.9833,-0.8,-0.4,0.1,5,lapse_rate,1.0,True,0.557,0,False,left
43,43,0.5,0.1,1,0.2833,0.25,0.5,43,2.3166,0.574,0.2833,0.7833,5,3D1U,1.0,True,0.434,2,True,left
44,44,0.5,0.1,1,0.3167,0.25,0.4167,44,1.8501,-0.25,-0.1333,0.3667,5,2U1D,2.0,True,0.442,0,False,right
45,45,0.5,0.1,2,0.3333,0.2333,0.4167,45,1.8166,-0.35,-0.1667,0.3333,5,3U1D,1.0,True,0.425,0,False,left
46,46,0.5,0.1,1,0.2667,0.3333,0.85,46,2.7333,0.57,0.2833,0.7833,5,2D1U,1.0,True,0.4,1,False,left
47,47,0.5,0.1,2,0.4167,0.3667,0.6833,47,2.7167,0.51,0.25,0.75,5,2D1U,2.0,True,0.39,1,False,right
