,Unnamed: 0,standardDur,audNoise,order,preDur,postDur,isiDur,trial_num,totalDur,delta_dur_percents,deltaDurS,testDurS,intensities,current_stair,responses,is_correct,response_rts,stair_num_reversal,stair_is_reversal,response_keys,conflictDur,recordedOnsetVisualTest,recordedOffsetVisualTest,recordedDurVisualTest,recordedOnsetVisualStandard,recordedOffsetVisualStandard,recordedDurVisualStandard,modalityPostCue
97,97,0.49814,1.2,2,0.22416,0.40681,0.40681,97,1.66876,-0.74,-0.37361,0.13284,5,1D3U,1.0,True,0.518,3,False,left,0.0,1.1286,1.2619,0.1333,0.2215,0.7202,0.4987,V
98,98,0.49814,0.1,2,0.39851,0.3653,0.77212,98,2.08388,-0.9,-0.44833,0.04981,5,lapse_rate,1.0,True,0.424,0,False,left,0.0,1.674,1.7241,0.0501,0.3994,0.8993,0.4999,A
99,99,0.49814,0.1,2,0.32379,0.32379,0.40681,99,2.05897,0.02,0.0083,0.50644,5,2D1U,1.0,False,0.418,5,True,left,0.0,1.2333,1.7416,0.5083,0.3241,0.8252,0.5011,V
100,100,0.49814,1.2,1,0.27398,0.21586,0.86344,100,1.91784,-0.86,-0.43172,0.06642,5,1D2U,2.0,True,0.5,7,True,right,0.0,0.2773,0.3445,0.0672,1.2106,1.7111,0.5004,V
101,101,0.49814,0.1,2,0.41512,0.26567,0.40681,101,2.21672,0.26,0.13284,0.63098,5,3D1U,2.0,True,0.626,2,False,right,0.0,1.3253,1.9578,0.6325,0.4168,0.917,0.5002,A
102,102,0.49814,1.2,1,0.22416,0.44833,0.56456,102,2.36617,0.26,0.13284,0.63098,5,3D1U,2.0,False,1.817,2,False,right,0.0,0.224,0.8562,0.6322,1.4235,1.9228,0.4993,V
103,103,0.49814,1.2,2,0.32379,0.21586,0.50644,103,1.59404,-0.9,-0.44833,0.04981,5,lapse_rate,1.0,True,0.646,0,False,left,0.0,1.3298,1.3796,0.0498,0.322,0.8217,0.4998,V
104,104,0.49814,0.1,2,0.29888,0.27398,0.62268,104,2.22503,0.06,0.03321,0.53135,5,2D1U,1.0,False,0.395,6,True,left,0.0,1.4229,1.9566,0.5337,0.2974,0.7976,0.5002,V
105,105,0.49814,1.2,2,0.25737,0.29888,0.58116,105,1.72688,-0.82,-0.40681,0.09133,5,1D2U,1.0,True,0.45,8,True,left,0.0,1.3438,1.4355,0.0917,0.2607,0.76,0.4992,A
106,106,0.49814,0.1,2,0.3487,0.31549,0.86344,106,2.15861,-0.74,-0.37361,0.13284,5,1D3U,1.0,True,0.483,3,False,left,0.0,1.7182,1.8518,0.1336,0.3516,0.8517,0.5001,V
107,107,0.49814,1.2,2,0.44002,0.21586,0.64758,107,1.89293,-0.82,-0.40681,0.09133,5,1D2U,1.0,True,0.659,8,True,left,0.0,1.5873,1.6789,0.0916,0.4367,0.9372,0.5005,A
108,108,0.49814,0.1,1,0.29888,0.33209,0.82193,108,2.59862,0.3,0.14944,0.64758,5,3D1U,1.0,True,1.241,2,False,left,0.0,0.3007,0.9517,0.6511,1.7762,2.2761,0.5,A
109,109,0.49814,1.2,1,0.24077,0.39851,0.75551,109,2.44088,0.1,0.04981,0.54795,5,2D1U,2.0,False,1.184,6,False,right,0.0,0.2423,0.792,0.5496,1.5505,2.0502,0.4997,A
110,110,0.49814,1.2,2,0.24077,0.39851,0.45663,110,1.64386,-0.9,-0.44833,0.04981,5,lapse_rate,1.0,True,2.279,0,False,left,0.0,1.1999,1.2498,0.05,0.2418,0.7412,0.4994,A
111,111,0.49814,0.1,1,0.24907,0.30719,0.47323,111,1.67707,-0.7,-0.3487,0.14944,5,1D3U,2.0,True,0.294,3,False,right,0.0,0.2503,0.4006,0.1503,0.8753,1.3753,0.5001,A
112,112,0.49814,1.2,2,0.27398,0.43172,0.49814,112,2.27484,0.14,0.06642,0.57286,5,2D1U,2.0,True,0.304,6,False,right,0.0,1.2728,1.8474,0.5747,0.2726,0.7733,0.5007,A
113,113,0.49814,0.1,2,0.37361,0.33209,0.45663,113,1.80991,-0.7,-0.3487,0.14944,5,1D3U,1.0,True,0.465,3,False,left,0.0,1.3307,1.4805,0.1498,0.372,0.872,0.5,A
114,114,0.49814,1.2,1,0.22416,0.24077,0.40681,114,2.01746,0.3,0.14944,0.64758,5,3D1U,2.0,False,0.564,2,False,right,0.0,0.2208,0.8711,0.6503,1.2797,1.7795,0.4998,A
