,standardDur,audNoise,order,preDur,postDur,isiDur,trial_num,totalDur,delta_dur_percents,deltaDurS,testDurS,intensities,current_stair,responses,is_correct,response_rts,stair_num_reversal,stair_is_reversal,response_keys,conflictDur,recordedOnsetVisualTest,recordedOffsetVisualTest,recordedDurVisualTest,recordedOnsetVisualStandard,recordedOffsetVisualStandard,recordedDurVisualStandard,modalityPostCue
81,0.49919,0.1,1,0.23296,0.2912,0.85695,81,2.28797,-0.18,-0.09152,0.40767,5,2D1U,1.0,False,2.375,3,True,left,0.0,0.2369,0.6451,0.4082,1.5033,2.0038,0.5005,A
82,0.49919,1.2,2,0.25792,0.26624,0.84031,82,2.42941,0.126,0.06656,0.56575,5,2U1D,1.0,False,7.058,3,True,left,0.0,1.603,2.1694,0.5665,0.2611,0.7612,0.5001,V
83,0.49919,0.1,1,0.39103,0.38271,0.40767,83,2.06331,-0.234,-0.11648,0.38271,5,2D1U,2.0,True,4.184,3,False,right,0.0,0.3957,0.7796,0.3839,1.1877,1.6872,0.4996,A
84,0.49919,1.2,2,0.40767,0.29952,0.72383,84,2.679,0.498,0.2496,0.74879,5,3D1U,2.0,True,1.167,2,False,right,0.0,1.6357,2.3856,0.7499,0.4106,0.9106,0.5,A
85,0.49919,0.1,2,0.25792,0.30784,0.59071,85,2.02173,-0.276,-0.14144,0.36607,5,3U1D,1.0,True,0.366,2,True,left,0.0,1.3526,1.7188,0.3663,0.2607,0.7606,0.4998,V
86,0.49919,0.1,1,0.27456,0.24128,0.52415,86,2.48765,0.9,0.44927,0.94847,5,lapse_rate,1.0,True,0.409,0,False,left,0.0,0.2796,1.2295,0.9499,1.7552,2.2546,0.4994,V
87,0.49919,0.1,1,0.26624,0.24128,0.42431,87,1.48094,-0.9,-0.44927,0.04992,5,lapse_rate,2.0,True,0.108,0,False,right,0.0,0.2754,0.3257,0.0503,0.7504,1.2505,0.5001,A
88,0.49919,1.2,2,0.34943,0.25792,0.58239,88,2.07164,-0.234,-0.11648,0.38271,5,2D1U,2.0,False,6.891,3,False,right,0.0,1.4375,1.8206,0.3832,0.3538,0.854,0.5002,V
89,0.49919,0.1,1,0.2912,0.26624,0.54079,89,1.96349,-0.276,-0.14144,0.36607,5,3U1D,2.0,True,1.784,2,True,right,0.0,0.3008,0.6681,0.3673,1.2092,1.7094,0.5002,A
90,0.49919,1.2,1,0.27456,0.2912,0.73215,90,2.54589,0.498,0.2496,0.74879,5,3D1U,1.0,True,0.275,2,False,left,0.0,0.2838,1.0345,0.7508,1.7671,2.2669,0.4998,A
91,0.49919,0.1,2,0.35775,0.23296,0.81535,91,2.49596,0.18,0.09152,0.59071,5,2U1D,2.0,True,0.425,3,False,right,0.0,1.6833,2.2751,0.5918,0.3662,0.8663,0.5001,A
92,0.49919,1.2,1,0.22464,0.23296,0.53247,92,1.85533,-0.276,-0.14144,0.36607,5,3U1D,2.0,True,0.292,2,True,right,0.0,0.2276,0.5948,0.3672,1.1274,1.6275,0.5001,A
93,0.49919,0.1,1,0.28288,0.43263,0.83199,93,2.99516,0.9,0.44927,0.94847,5,lapse_rate,1.0,True,0.176,0,False,left,0.0,0.2937,1.2437,0.9499,2.078,2.5773,0.4992,V
94,0.49919,0.1,1,0.39935,0.40767,0.65727,94,2.55419,0.18,0.09152,0.59071,5,2U1D,1.0,True,0.291,3,False,left,0.0,0.4055,0.997,0.5915,1.656,2.1551,0.4991,V
95,0.49919,1.2,1,0.34943,0.34943,0.44927,95,2.00507,-0.288,-0.14144,0.35775,5,2D1U,2.0,True,0.109,3,False,right,0.0,0.3557,0.7146,0.3589,1.1636,1.6644,0.5008,A
96,0.49919,0.1,2,0.30784,0.39935,0.88191,96,2.83708,0.498,0.2496,0.74879,5,3D1U,2.0,True,0.158,2,False,right,0.0,1.6993,2.45,0.7507,0.316,0.816,0.5,A
97,0.49919,1.2,1,0.25792,0.43263,0.41599,97,1.99676,-0.222,-0.10816,0.39103,5,3U1D,2.0,True,0.5,2,False,right,0.0,0.2634,0.6548,0.3914,1.0717,1.5714,0.4997,A
98,0.49919,0.1,1,0.23296,0.36607,0.44095,98,1.89692,-0.288,-0.14144,0.35775,5,2D1U,2.0,True,0.301,3,False,right,0.0,0.2393,0.5984,0.3591,1.0388,1.5396,0.5008,A
99,0.49919,1.2,2,0.41599,0.23296,0.77375,99,2.48764,0.126,0.06656,0.56575,5,2U1D,2.0,True,0.85,4,True,right,0.0,1.6999,2.267,0.5671,0.425,0.925,0.5,A
100,0.49919,0.1,2,0.30784,0.30784,0.62399,100,1.78878,-0.9,-0.44927,0.04992,5,lapse_rate,1.0,True,0.375,0,False,left,0.0,1.4364,1.486,0.0496,0.3114,0.812,0.5005,A
101,0.49919,0.1,1,0.41599,0.40767,0.84863,101,2.89531,0.444,0.22464,0.72383,5,3D1U,1.0,True,0.367,3,True,left,0.0,0.4237,1.1481,0.7244,1.9978,2.4989,0.5011,A
102,0.49919,1.2,1,0.33279,0.28288,0.86527,102,2.36284,-0.234,-0.11648,0.38271,5,2D1U,2.0,True,0.518,4,True,right,0.0,0.3357,0.7189,0.3832,1.5855,2.0864,0.5009,V
103,0.49919,1.2,2,0.44927,0.27456,0.65727,103,2.82876,0.9,0.44927,0.94847,5,lapse_rate,2.0,True,0.308,0,False,right,0.0,1.6181,2.5679,0.9498,0.4596,0.9608,0.5012,V
104,0.49919,0.1,2,0.30784,0.25792,0.87359,104,2.66237,0.444,0.22464,0.72383,5,3D1U,2.0,True,0.451,3,True,right,0.0,1.687,2.4128,0.7257,0.3124,0.8126,0.5002,A
105,0.49919,1.2,1,0.38271,0.37439,0.69887,105,2.52091,0.126,0.06656,0.56575,5,2U1D,1.0,True,0.383,4,True,left,0.0,0.3921,0.9586,0.5664,1.6585,2.159,0.5005,V
106,0.49919,0.1,2,0.43263,0.23296,0.54079,106,2.0966,-0.222,-0.10816,0.39103,5,3U1D,1.0,True,0.517,2,False,left,0.0,1.4787,1.8702,0.3914,0.4372,0.9371,0.5,V
107,0.49919,1.2,2,0.29952,0.43263,0.62399,107,2.3878,0.072,0.03328,0.53247,5,2U1D,2.0,True,0.276,4,False,right,0.0,1.4298,1.963,0.5332,0.3058,0.8047,0.499,V
108,0.49919,0.1,2,0.39935,0.2496,0.88191,108,2.75388,0.444,0.22464,0.72383,5,3D1U,2.0,True,0.783,3,True,right,0.0,1.7869,2.5123,0.7254,0.4033,0.9039,0.5007,A
109,0.49919,0.1,1,0.22464,0.41599,0.64063,109,2.72892,0.9,0.44927,0.94847,5,lapse_rate,1.0,True,0.326,0,False,left,0.0,0.2298,1.1795,0.9497,1.8223,2.3214,0.4991,V
110,0.49919,1.2,1,0.35775,0.36607,0.44095,110,2.05499,-0.222,-0.10816,0.39103,5,3U1D,1.0,False,0.425,2,False,left,0.0,0.3637,0.7563,0.3926,1.1971,1.6975,0.5004,V
111,0.49919,0.1,2,0.39935,0.38271,0.67391,111,2.33787,-0.234,-0.11648,0.38271,5,2D1U,1.0,True,0.9,4,True,left,0.0,1.5815,1.9658,0.3843,0.4067,0.9066,0.5,V
112,0.49919,1.2,2,0.43263,0.27456,0.74047,112,2.35452,-0.18,-0.09152,0.40767,5,2D1U,1.0,True,0.426,4,False,left,0.0,1.6809,2.0889,0.4081,0.439,0.9389,0.4999,V
113,0.49919,0.1,2,0.37439,0.25792,0.65727,113,2.48764,0.39,0.19136,0.69887,5,3D1U,2.0,True,0.417,3,False,right,0.0,1.54,2.2389,0.6989,0.3807,0.8805,0.4998,A
114,0.49919,1.2,1,0.32447,0.31616,0.76543,114,2.27132,-0.276,-0.14144,0.36607,5,3U1D,2.0,True,0.375,3,True,right,0.0,0.333,0.7,0.367,1.4674,1.9668,0.4994,A
115,0.49919,0.1,2,0.34943,0.208,0.45759,115,2.04668,0.072,0.03328,0.53247,5,2U1D,1.0,False,1.1,4,False,left,0.0,1.3169,1.8506,0.5336,0.3586,0.8584,0.4998,A
116,0.49919,1.2,1,0.33279,0.35775,0.67391,116,2.81211,0.9,0.44927,0.94847,5,lapse_rate,2.0,False,0.417,0,False,right,0.0,0.3434,1.2929,0.9495,1.9676,2.4674,0.4998,V
117,0.49919,1.2,1,0.29952,0.34943,0.81535,117,2.01341,-0.9,-0.44927,0.04992,5,lapse_rate,2.0,True,0.267,0,False,right,0.0,0.3034,0.3532,0.0498,1.1697,1.6697,0.5,A
